IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.245.143.48,80,0,false,ORD,North America,Chicago,315,0.00
13.246.201.148,2087,0,false,ORD,North America,Chicago,307,0.00
13.49.84.200,80,0,false,ORD,North America,Chicago,198,0.00
13.245.143.48,8880,0,false,ORD,North America,Chicago,305,0.00
54.232.147.206,2086,0,false,ORD,North America,Chicago,337,0.00
15.228.185.161,443,0,false,ORD,North America,Chicago,352,0.00
13.48.136.135,80,0,false,ARN,Europe,Stockholm,195,0.00
15.228.192.27,443,0,false,ORD,North America,Chicago,350,0.00
15.228.185.161,2083,0,false,ORD,North America,Chicago,374,0.00
54.232.147.206,2052,0,false,ORD,North America,Chicago,376,0.00
15.228.192.27,2053,0,false,ORD,North America,Chicago,358,0.00
15.228.238.38,2095,0,false,ORD,North America,Chicago,350,0.00
18.228.24.74,8880,0,false,ORD,North America,Chicago,337,0.00
15.228.185.161,80,0,false,ORD,North America,Chicago,369,0.00
15.228.193.86,2053,0,false,ORD,North America,Chicago,482,0.00
18.228.7.211,8443,0,false,ORD,North America,Chicago,340,0.00
15.228.238.38,8443,0,false,ORD,North America,Chicago,356,0.00
54.207.45.21,2086,0,false,ORD,North America,Chicago,371,0.00
15.228.192.27,8443,0,false,ORD,North America,Chicago,374,0.00
15.228.185.161,2087,0,false,ORD,North America,Chicago,351,0.00
15.228.193.86,2087,0,false,ORD,North America,Chicago,378,0.00
15.228.185.161,2095,0,false,ORD,North America,Chicago,374,0.00
15.228.185.161,2052,0,false,ORD,North America,Chicago,357,0.00
18.228.24.74,8443,0,false,ORD,North America,Chicago,351,0.00
16.16.162.196,80,0,false,ARN,Europe,Stockholm,197,0.00
54.232.147.206,2082,0,false,ORD,North America,Chicago,351,0.00
54.233.119.172,80,0,false,ORD,North America,Chicago,365,0.00
13.48.177.73,8080,0,false,ORD,North America,Chicago,199,0.00
15.228.193.86,443,0,false,ORD,North America,Chicago,468,0.00
15.228.192.27,8880,0,false,ORD,North America,Chicago,344,0.00
15.228.238.38,2082,0,false,ORD,North America,Chicago,345,0.00
15.228.192.27,2083,0,false,ORD,North America,Chicago,363,0.00
15.228.192.27,80,0,false,ORD,North America,Chicago,421,0.00
54.207.45.21,8443,0,false,ORD,North America,Chicago,346,0.00
13.48.177.73,2082,0,false,ORD,North America,Chicago,197,0.00
15.228.192.27,8080,0,false,ORD,North America,Chicago,363,0.00
15.228.185.161,8080,0,false,ORD,North America,Chicago,364,0.00
18.228.190.91,2087,0,false,ORD,North America,Chicago,355,0.00
15.228.185.161,2082,0,false,ORD,North America,Chicago,355,0.00
15.228.238.38,2096,0,false,ORD,North America,Chicago,365,0.00
52.67.10.183,80,0,false,ORD,North America,Chicago,413,0.00
15.229.12.137,2053,0,false,ORD,North America,Chicago,340,0.00
15.229.12.137,2095,0,false,ORD,North America,Chicago,345,0.00
15.228.193.86,2083,0,false,ORD,North America,Chicago,375,0.00
15.229.12.137,80,0,false,ORD,North America,Chicago,359,0.00
15.228.193.86,2052,0,false,ORD,North America,Chicago,363,0.00
15.228.193.86,80,0,false,ORD,North America,Chicago,365,0.00
54.232.147.206,443,0,false,ORD,North America,Chicago,354,0.00
15.228.238.38,8880,0,false,ORD,North America,Chicago,341,0.00
15.228.185.161,2096,0,false,ORD,North America,Chicago,347,0.00
15.228.192.27,2087,0,false,ORD,North America,Chicago,360,0.00
15.228.185.161,8880,0,false,ORD,North America,Chicago,350,0.00
15.228.192.27,2082,0,false,ORD,North America,Chicago,351,0.00
15.229.12.137,8080,0,false,ORD,North America,Chicago,351,0.00
15.228.193.86,8880,0,false,ORD,North America,Chicago,358,0.00
15.228.185.161,2086,0,false,ORD,North America,Chicago,363,0.00
15.228.193.86,8443,0,false,ORD,North America,Chicago,344,0.00
15.229.12.137,2083,0,false,ORD,North America,Chicago,363,0.00
15.229.12.137,2096,0,false,ORD,North America,Chicago,351,0.00
15.228.192.27,2086,0,false,ORD,North America,Chicago,351,0.00
54.207.127.14,80,0,false,ORD,North America,Chicago,360,0.00
15.228.185.161,8443,0,false,ORD,North America,Chicago,354,0.00
15.228.192.27,2095,0,false,ORD,North America,Chicago,362,0.00
15.228.192.27,2096,0,false,ORD,North America,Chicago,337,0.00
15.228.192.27,2052,0,false,ORD,North America,Chicago,354,0.00
15.228.185.161,2053,0,false,ORD,North America,Chicago,357,0.00
13.247.56.66,443,0,false,ORD,North America,Chicago,305,0.00
13.247.56.66,2087,0,false,ORD,North America,Chicago,313,0.00
15.228.238.38,2052,0,false,ORD,North America,Chicago,359,0.00
13.247.56.66,2096,0,false,ORD,North America,Chicago,312,0.00
13.247.56.66,2086,0,false,ORD,North America,Chicago,311,0.00
54.232.147.206,2053,0,false,ORD,North America,Chicago,359,0.00
54.232.147.206,2083,0,false,ORD,North America,Chicago,350,0.00
54.232.147.206,2095,0,false,ORD,North America,Chicago,364,0.00
54.232.147.206,8880,0,false,ORD,North America,Chicago,356,0.00
54.232.147.206,2096,0,false,ORD,North America,Chicago,364,0.00
54.232.147.206,8080,0,false,ORD,North America,Chicago,373,0.00
15.228.193.86,2095,0,false,ORD,North America,Chicago,353,0.00
54.232.147.206,80,0,false,ORD,North America,Chicago,355,0.00
54.232.147.206,2087,0,false,ORD,North America,Chicago,361,0.00
13.244.112.103,80,0,false,ORD,North America,Chicago,307,0.00
54.232.147.206,8443,0,false,ORD,North America,Chicago,337,0.00
13.246.226.117,80,0,false,ORD,North America,Chicago,316,0.00
13.246.221.196,2095,0,false,ORD,North America,Chicago,316,0.00
13.229.29.190,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
54.213.205.97,2082,0,false,ORD,North America,Chicago,194,0.00
54.213.205.97,8443,0,false,ORD,North America,Chicago,194,0.00
13.246.201.148,2086,0,false,ORD,North America,Chicago,315,0.00
13.229.121.127,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
18.117.197.34,8880,0,false,ORD,North America,Chicago,218,0.00
18.117.197.34,2052,0,false,ORD,North America,Chicago,217,0.00
18.117.197.34,8443,0,false,ORD,North America,Chicago,219,0.00
18.117.197.34,2095,0,false,ORD,North America,Chicago,220,0.00
18.117.197.34,2053,0,false,ORD,North America,Chicago,218,0.00
13.246.221.196,2083,0,false,ORD,North America,Chicago,310,0.00
13.41.165.111,80,0,false,LHR,Europe,London,170,0.00
15.228.193.86,2096,0,false,ORD,North America,Chicago,341,0.00
13.215.209.13,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
15.206.2.5,80,0,false,BOM,Asia Pacific,Mumbai,50,0.00
15.188.220.75,80,0,false,CDG,Europe,Paris,171,0.00
15.229.83.45,8080,0,false,GRU,South America,São Paulo,339,0.00
13.40.147.83,80,0,false,LHR,Europe,London,167,0.00
3.33.203.116,80,0,false,ORD,North America,Chicago,1,0.00
15.197.208.38,80,0,false,ORD,North America,Chicago,1,0.00
13.250.38.205,8443,0,true,SIN,Asia Pacific,Singapore,1,0.00
13.213.50.225,8443,443,false,SIN,Asia Pacific,Singapore,1,0.00
13.213.50.225,8080,80,false,SIN,Asia Pacific,Singapore,1,0.00
18.142.138.163,443,0,false,ORD,North America,Chicago,1,0.00
13.212.178.95,8443,0,false,ORD,North America,Chicago,1,0.00
3.1.209.212,2053,0,false,ORD,North America,Chicago,1,0.00
13.212.162.143,2096,0,false,ORD,North America,Chicago,1,0.00
13.212.102.9,2053,0,false,ORD,North America,Chicago,1,0.00
3.0.206.153,2082,0,false,ORD,North America,Chicago,1,0.00
18.142.146.14,8443,0,false,ORD,North America,Chicago,1,0.00
3.0.206.153,8443,0,false,ORD,North America,Chicago,1,0.00
13.212.102.9,8080,0,false,ORD,North America,Chicago,1,0.00
18.142.138.163,80,0,false,ORD,North America,Chicago,1,0.00
13.251.44.97,8880,0,false,ORD,North America,Chicago,1,0.00
13.212.242.225,2096,0,false,ORD,North America,Chicago,1,0.00
18.142.137.175,80,0,false,ORD,North America,Chicago,1,0.00
13.229.76.229,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
3.0.206.153,2052,0,false,ORD,North America,Chicago,1,0.00
18.142.146.14,8880,0,false,ORD,North America,Chicago,1,0.00
13.212.162.143,80,0,false,ORD,North America,Chicago,1,0.00
13.212.178.95,2053,0,false,ORD,North America,Chicago,1,0.00
3.0.206.153,2095,0,false,ORD,North America,Chicago,1,0.00
13.212.159.201,2082,0,false,ORD,North America,Chicago,1,0.00
18.141.156.102,80,0,false,ORD,North America,Chicago,1,0.00
13.212.242.225,443,0,false,ORD,North America,Chicago,1,0.00
18.142.146.14,2095,0,false,ORD,North America,Chicago,1,0.00
13.251.103.226,2082,0,false,ORD,North America,Chicago,1,0.00
18.141.156.202,443,0,false,ORD,North America,Chicago,1,0.00
18.141.156.202,2086,0,false,ORD,North America,Chicago,1,0.00
3.0.206.153,2096,0,false,ORD,North America,Chicago,1,0.00
18.142.137.175,2053,0,false,ORD,North America,Chicago,1,0.00
3.0.206.153,2053,0,false,ORD,North America,Chicago,1,0.00
3.0.206.153,2087,0,false,ORD,North America,Chicago,1,0.00
18.141.156.102,8443,0,false,ORD,North America,Chicago,1,0.00
18.141.156.202,2083,0,false,ORD,North America,Chicago,1,0.00
3.0.206.153,2086,0,false,ORD,North America,Chicago,1,0.00
18.142.146.14,2086,0,false,ORD,North America,Chicago,1,0.00
3.0.206.153,8080,0,false,ORD,North America,Chicago,1,0.00
13.212.242.225,8080,0,false,ORD,North America,Chicago,1,0.00
13.251.89.217,2052,0,false,ORD,North America,Chicago,1,0.00
18.142.137.175,8080,0,false,ORD,North America,Chicago,1,0.00
18.142.138.163,2082,0,false,ORD,North America,Chicago,1,0.00
18.141.156.202,80,0,false,ORD,North America,Chicago,1,0.00
13.212.162.143,8443,0,false,ORD,North America,Chicago,1,0.00
18.142.146.14,2087,0,false,ORD,North America,Chicago,1,0.00
18.141.156.102,2086,0,false,ORD,North America,Chicago,1,0.00
18.142.137.175,2095,0,false,ORD,North America,Chicago,1,0.00
13.212.159.201,8443,0,false,ORD,North America,Chicago,1,0.00
18.141.156.202,8443,0,false,ORD,North America,Chicago,1,0.00
13.212.159.201,2095,0,false,ORD,North America,Chicago,1,0.00
13.212.178.95,2087,0,false,ORD,North America,Chicago,1,0.00
13.251.89.217,8443,0,false,ORD,North America,Chicago,1,0.00
18.141.156.102,2053,0,false,ORD,North America,Chicago,1,0.00
18.142.146.14,2096,0,false,ORD,North America,Chicago,1,0.00
13.251.44.97,2052,0,false,ORD,North America,Chicago,1,0.00
18.141.156.102,443,0,false,ORD,North America,Chicago,1,0.00
13.212.161.132,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
18.142.138.163,2095,0,false,ORD,North America,Chicago,1,0.00
18.141.156.202,2087,0,false,ORD,North America,Chicago,1,0.00
13.212.102.9,80,0,false,ORD,North America,Chicago,1,0.00
13.212.102.9,8880,0,false,ORD,North America,Chicago,1,0.00
18.142.146.14,8080,0,false,ORD,North America,Chicago,1,0.00
13.212.162.143,2083,0,false,ORD,North America,Chicago,1,0.00
18.141.156.102,2095,0,false,ORD,North America,Chicago,1,0.00
18.142.137.175,2087,0,false,ORD,North America,Chicago,1,0.00
18.142.137.175,8443,0,false,ORD,North America,Chicago,1,0.00
18.141.156.102,8880,0,false,ORD,North America,Chicago,1,0.00
13.251.44.97,2083,0,false,ORD,North America,Chicago,1,0.00
13.212.229.141,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
13.250.191.177,2095,0,false,ORD,North America,Chicago,1,0.00
13.212.242.225,2095,0,false,ORD,North America,Chicago,2,0.00
13.251.89.217,8080,0,false,ORD,North America,Chicago,2,0.00
3.0.206.153,8880,0,false,ORD,North America,Chicago,2,0.00
13.212.159.201,80,0,false,ORD,North America,Chicago,2,0.00
18.141.156.202,2096,0,false,ORD,North America,Chicago,2,0.00
18.141.156.202,2082,0,false,ORD,North America,Chicago,2,0.00
18.141.156.202,2095,0,false,ORD,North America,Chicago,2,0.00
18.142.146.14,2083,0,false,ORD,North America,Chicago,2,0.00
18.142.137.175,2052,0,false,ORD,North America,Chicago,2,0.00
18.141.156.102,2096,0,false,ORD,North America,Chicago,2,0.00
13.212.178.95,2083,0,false,ORD,North America,Chicago,2,0.00
18.141.156.102,2052,0,false,ORD,North America,Chicago,2,0.00
18.142.137.175,2083,0,false,ORD,North America,Chicago,2,0.00
18.142.138.163,2096,0,false,ORD,North America,Chicago,2,0.00
13.212.159.201,2096,0,false,ORD,North America,Chicago,2,0.00
18.142.146.14,80,0,false,ORD,North America,Chicago,2,0.00
13.213.62.208,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
13.212.178.95,443,0,false,ORD,North America,Chicago,2,0.00
13.229.50.75,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
13.212.159.201,2053,0,false,ORD,North America,Chicago,2,0.00
13.212.242.225,2087,0,false,ORD,North America,Chicago,2,0.00
18.141.156.102,2083,0,false,ORD,North America,Chicago,2,0.00
3.1.209.212,8443,0,false,ORD,North America,Chicago,2,0.00
13.212.162.143,8080,0,false,ORD,North America,Chicago,2,0.00
18.141.156.102,2082,0,false,ORD,North America,Chicago,2,0.00
18.142.146.14,2053,0,false,ORD,North America,Chicago,2,0.00
13.212.159.201,2087,0,false,ORD,North America,Chicago,2,0.00
18.142.146.14,2082,0,false,ORD,North America,Chicago,2,0.00
13.212.242.225,2083,0,false,ORD,North America,Chicago,2,0.00
13.212.242.225,2053,0,false,ORD,North America,Chicago,2,0.00
3.0.206.153,80,0,false,ORD,North America,Chicago,2,0.00
13.212.162.143,2053,0,false,ORD,North America,Chicago,2,0.00
3.0.206.153,2083,0,false,ORD,North America,Chicago,2,0.00
13.212.159.201,443,0,false,ORD,North America,Chicago,2,0.00
18.142.138.163,2086,0,false,ORD,North America,Chicago,2,0.00
18.141.156.102,8080,0,false,ORD,North America,Chicago,2,0.00
13.212.178.95,2052,0,false,ORD,North America,Chicago,2,0.00
175.41.173.29,443,0,true,SIN,Asia Pacific,Singapore,2,0.00
3.1.209.212,80,0,false,ORD,North America,Chicago,2,0.00
3.0.206.153,443,0,false,ORD,North America,Chicago,2,0.00
18.142.137.175,443,0,false,ORD,North America,Chicago,2,0.00
175.41.173.29,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
13.212.159.201,2052,0,false,ORD,North America,Chicago,2,0.00
18.142.146.14,2052,0,false,ORD,North America,Chicago,2,0.00
18.141.156.102,2087,0,false,ORD,North America,Chicago,2,0.00
13.212.178.95,2086,0,false,ORD,North America,Chicago,2,0.00
13.212.102.9,8443,0,false,ORD,North America,Chicago,3,0.00
13.212.242.225,8880,0,false,ORD,North America,Chicago,3,0.00
13.212.178.95,8880,0,false,ORD,North America,Chicago,3,0.00
47.129.13.182,2052,0,false,ORD,North America,Chicago,3,0.00
18.142.137.175,8880,0,false,ORD,North America,Chicago,3,0.00
13.212.178.95,8080,0,false,ORD,North America,Chicago,3,0.00
13.212.162.143,8880,0,false,ORD,North America,Chicago,3,0.00
18.142.137.175,2086,0,false,ORD,North America,Chicago,3,0.00
13.212.102.9,2083,0,false,ORD,North America,Chicago,3,0.00
3.1.209.212,8880,0,false,ORD,North America,Chicago,3,0.00
47.129.62.54,443,0,false,ORD,North America,Chicago,3,0.00
13.212.242.225,8443,0,false,ORD,North America,Chicago,3,0.00
47.129.13.182,2053,0,false,ORD,North America,Chicago,3,0.00
13.212.162.143,2052,0,false,ORD,North America,Chicago,3,0.00
47.129.62.54,2086,0,false,ORD,North America,Chicago,4,0.00
13.212.178.95,2082,0,false,ORD,North America,Chicago,4,0.00
47.129.13.182,8880,0,false,ORD,North America,Chicago,4,0.00
18.142.137.175,2082,0,false,ORD,North America,Chicago,4,0.00
13.212.159.201,8880,0,false,ORD,North America,Chicago,4,0.00
13.212.162.143,2087,0,false,ORD,North America,Chicago,4,0.00
13.212.162.143,2086,0,false,ORD,North America,Chicago,4,0.00
13.212.159.201,8080,0,false,ORD,North America,Chicago,4,0.00
13.212.242.225,2086,0,false,ORD,North America,Chicago,4,0.00
3.1.209.212,2086,0,false,ORD,North America,Chicago,4,0.00
18.142.146.14,443,0,false,ORD,North America,Chicago,4,0.00
18.142.137.175,2096,0,false,ORD,North America,Chicago,5,0.00
13.212.242.225,2052,0,false,ORD,North America,Chicago,5,0.00
13.212.159.201,2083,0,false,ORD,North America,Chicago,5,0.00
47.128.68.144,2052,0,false,ORD,North America,Chicago,5,0.00
13.212.178.95,80,0,false,ORD,North America,Chicago,5,0.00
3.1.209.212,2087,0,false,ORD,North America,Chicago,5,0.00
13.212.102.9,2082,0,false,ORD,North America,Chicago,5,0.00
47.128.68.144,2086,0,false,ORD,North America,Chicago,6,0.00
13.212.162.143,2082,0,false,ORD,North America,Chicago,6,0.00
3.1.209.212,443,0,false,ORD,North America,Chicago,7,0.00
47.129.13.182,2086,0,false,ORD,North America,Chicago,7,0.00
47.128.68.144,8443,0,false,ORD,North America,Chicago,7,0.00
47.128.68.144,2087,0,false,ORD,North America,Chicago,7,0.00
47.129.13.182,80,0,false,ORD,North America,Chicago,7,0.00
47.128.68.144,2082,0,false,ORD,North America,Chicago,7,0.00
13.212.102.9,2096,0,false,ORD,North America,Chicago,7,0.00
47.129.62.54,2083,0,false,ORD,North America,Chicago,7,0.00
47.129.13.182,2096,0,false,ORD,North America,Chicago,7,0.00
47.129.13.182,2087,0,false,ORD,North America,Chicago,7,0.00
47.129.13.182,443,0,false,ORD,North America,Chicago,7,0.00
3.1.209.212,2082,0,false,ORD,North America,Chicago,7,0.00
47.129.62.54,80,0,false,ORD,North America,Chicago,7,0.00
47.129.62.54,2052,0,false,ORD,North America,Chicago,7,0.00
47.129.62.54,2053,0,false,ORD,North America,Chicago,7,0.00
47.128.68.144,2095,0,false,ORD,North America,Chicago,7,0.00
13.212.102.9,2087,0,false,ORD,North America,Chicago,7,0.00
47.128.68.144,8880,0,false,ORD,North America,Chicago,7,0.00
47.129.62.54,2082,0,false,ORD,North America,Chicago,7,0.00
3.1.209.212,2083,0,false,ORD,North America,Chicago,8,0.00
47.129.62.54,2095,0,false,ORD,North America,Chicago,8,0.00
13.212.159.201,2086,0,false,ORD,North America,Chicago,8,0.00
3.1.209.212,8080,0,false,ORD,North America,Chicago,8,0.00
13.212.102.9,2095,0,false,ORD,North America,Chicago,8,0.00
3.1.209.212,2052,0,false,ORD,North America,Chicago,8,0.00
47.129.13.182,2095,0,false,ORD,North America,Chicago,8,0.00
13.212.178.95,2095,0,false,ORD,North America,Chicago,8,0.00
47.129.13.182,8443,0,false,ORD,North America,Chicago,8,0.00
47.129.62.54,8880,0,false,ORD,North America,Chicago,8,0.00
3.1.209.212,2095,0,false,ORD,North America,Chicago,8,0.00
47.129.62.54,2096,0,false,ORD,North America,Chicago,8,0.00
47.128.68.144,2053,0,false,ORD,North America,Chicago,8,0.00
47.128.68.144,2096,0,false,ORD,North America,Chicago,8,0.00
47.129.62.54,2087,0,false,ORD,North America,Chicago,9,0.00
47.129.13.182,2083,0,false,ORD,North America,Chicago,9,0.00
47.128.68.144,443,0,false,ORD,North America,Chicago,9,0.00
47.128.68.144,8080,0,false,ORD,North America,Chicago,9,0.00
47.129.13.182,8080,0,false,ORD,North America,Chicago,9,0.00
13.212.178.95,2096,0,false,ORD,North America,Chicago,9,0.00
47.129.13.182,2082,0,false,ORD,North America,Chicago,9,0.00
47.128.68.144,80,0,false,ORD,North America,Chicago,9,0.00
3.1.209.212,2096,0,false,ORD,North America,Chicago,9,0.00
13.212.102.9,443,0,false,ORD,North America,Chicago,9,0.00
47.129.62.54,8443,0,false,ORD,North America,Chicago,9,0.00
47.129.62.54,8080,0,false,ORD,North America,Chicago,9,0.00
47.128.68.144,2083,0,false,ORD,North America,Chicago,9,0.00
13.212.242.225,2082,0,false,ORD,North America,Chicago,10,0.00
13.212.102.9,2086,0,false,ORD,North America,Chicago,11,0.00
13.212.162.143,2095,0,false,ORD,North America,Chicago,11,0.00
13.212.102.9,2052,0,false,ORD,North America,Chicago,12,0.00
13.212.242.225,80,0,false,ORD,North America,Chicago,12,0.00
13.229.148.90,2095,0,false,ORD,North America,Chicago,15,0.00
13.229.148.90,443,0,false,ORD,North America,Chicago,15,0.00
18.162.179.140,80,0,false,HKG,Asia Pacific,Hong Kong,38,0.00
18.167.125.225,80,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
18.162.36.87,80,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
18.163.16.9,80,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
13.212.162.143,443,0,false,ORD,North America,Chicago,40,0.00
13.229.159.215,443,443,true,SIN,Asia Pacific,Singapore,40,0.00
13.229.148.90,2053,0,false,ORD,North America,Chicago,47,0.00
43.204.108.231,2082,0,false,ORD,North America,Chicago,49,0.00
65.1.106.145,2053,0,false,ORD,North America,Chicago,49,0.00
15.206.165.2,8443,0,false,ORD,North America,Chicago,49,0.00
43.204.108.231,2052,0,false,ORD,North America,Chicago,49,0.00
43.204.215.140,2052,0,false,ORD,North America,Chicago,49,0.00
43.204.108.231,2053,0,false,ORD,North America,Chicago,49,0.00
43.204.215.140,2095,0,false,ORD,North America,Chicago,49,0.00
65.0.7.168,2087,0,false,ORD,North America,Chicago,49,0.00
3.109.59.101,443,0,false,ORD,North America,Chicago,49,0.00
3.108.217.92,2086,0,false,ORD,North America,Chicago,49,0.00
3.109.59.101,2095,0,false,ORD,North America,Chicago,49,0.00
65.1.106.145,8880,0,false,ORD,North America,Chicago,49,0.00
15.206.165.2,2082,0,false,ORD,North America,Chicago,49,0.00
43.204.108.231,443,0,false,ORD,North America,Chicago,49,0.00
65.0.19.206,2095,0,false,ORD,North America,Chicago,49,0.00
43.204.108.231,2087,0,false,ORD,North America,Chicago,49,0.00
15.207.54.13,2052,0,false,ORD,North America,Chicago,49,0.00
65.2.6.1,2086,0,false,ORD,North America,Chicago,49,0.00
65.0.7.168,8443,0,false,ORD,North America,Chicago,49,0.00
65.1.106.145,80,0,false,ORD,North America,Chicago,49,0.00
3.108.217.92,2095,0,false,ORD,North America,Chicago,49,0.00
65.2.6.1,2096,0,false,ORD,North America,Chicago,49,0.00
15.207.14.226,443,0,false,ORD,North America,Chicago,49,0.00
65.1.111.84,2082,0,false,ORD,North America,Chicago,50,0.00
65.0.7.168,443,0,false,ORD,North America,Chicago,50,0.00
65.2.6.1,2052,0,false,ORD,North America,Chicago,50,0.00
3.108.217.92,443,0,false,ORD,North America,Chicago,50,0.00
15.207.54.13,443,0,false,ORD,North America,Chicago,50,0.00
15.207.54.13,8880,0,false,ORD,North America,Chicago,50,0.00
3.109.59.101,80,0,false,ORD,North America,Chicago,50,0.00
35.154.181.53,2086,0,false,ORD,North America,Chicago,50,0.00
13.127.95.206,443,443,true,BOM,Asia Pacific,Mumbai,50,0.00
3.7.252.189,443,0,false,ORD,North America,Chicago,50,0.00
35.154.181.53,80,0,false,ORD,North America,Chicago,50,0.00
43.204.215.140,2086,0,false,ORD,North America,Chicago,50,0.00
3.108.217.92,2053,0,false,ORD,North America,Chicago,50,0.00
13.127.231.183,2096,0,false,ORD,North America,Chicago,50,0.00
13.126.172.123,2096,0,false,ORD,North America,Chicago,50,0.00
3.108.217.92,2052,0,false,ORD,North America,Chicago,50,0.00
65.0.19.206,2086,0,false,ORD,North America,Chicago,50,0.00
65.1.111.84,443,0,false,ORD,North America,Chicago,50,0.00
65.1.111.84,2083,0,false,ORD,North America,Chicago,50,0.00
3.108.217.92,80,0,false,ORD,North America,Chicago,50,0.00
13.235.86.97,2053,0,false,ORD,North America,Chicago,50,0.00
13.126.172.123,443,0,false,ORD,North America,Chicago,50,0.00
15.207.14.226,2082,0,false,ORD,North America,Chicago,50,0.00
35.154.181.53,2087,0,false,ORD,North America,Chicago,50,0.00
35.154.181.53,2053,0,false,ORD,North America,Chicago,50,0.00
15.206.165.2,2095,0,false,ORD,North America,Chicago,50,0.00
35.154.181.53,8880,0,false,ORD,North America,Chicago,50,0.00
43.204.108.231,8880,0,false,ORD,North America,Chicago,50,0.00
65.1.111.84,2087,0,false,ORD,North America,Chicago,50,0.00
35.154.181.53,2082,0,false,ORD,North America,Chicago,50,0.00
3.108.217.92,8443,0,false,ORD,North America,Chicago,50,0.00
65.1.106.145,2096,0,false,ORD,North America,Chicago,50,0.00
35.154.181.53,443,0,false,ORD,North America,Chicago,51,0.00
15.207.14.226,8443,0,false,ORD,North America,Chicago,51,0.00
15.207.14.226,2096,0,false,ORD,North America,Chicago,51,0.00
15.207.14.226,8880,0,false,ORD,North America,Chicago,51,0.00
13.200.235.34,2086,0,false,ORD,North America,Chicago,51,0.00
43.204.108.231,8080,0,false,ORD,North America,Chicago,51,0.00
15.206.165.2,2052,0,false,ORD,North America,Chicago,51,0.00
3.110.176.236,2086,80,false,ORD,North America,Chicago,51,0.00
15.206.84.110,2052,0,false,ORD,North America,Chicago,51,0.00
15.207.14.226,2053,0,false,ORD,North America,Chicago,51,0.00
13.200.235.34,2083,0,false,ORD,North America,Chicago,51,0.00
15.207.54.13,2087,0,false,ORD,North America,Chicago,51,0.00
15.207.54.13,2053,0,false,ORD,North America,Chicago,51,0.00
15.206.165.2,8880,0,false,ORD,North America,Chicago,51,0.00
3.108.217.92,2096,0,false,ORD,North America,Chicago,51,0.00
15.206.165.2,80,0,false,ORD,North America,Chicago,52,0.00
15.206.84.110,2053,0,false,ORD,North America,Chicago,52,0.00
65.0.19.206,8443,0,false,ORD,North America,Chicago,52,0.00
3.109.59.101,8080,0,false,ORD,North America,Chicago,52,0.00
15.207.54.13,2082,0,false,ORD,North America,Chicago,53,0.00
15.206.84.110,8880,0,false,ORD,North America,Chicago,53,0.00
13.235.86.97,8880,0,false,ORD,North America,Chicago,53,0.00
15.207.14.226,8080,0,false,ORD,North America,Chicago,53,0.00
15.206.165.2,8080,0,false,ORD,North America,Chicago,53,0.00
13.127.71.184,2083,0,false,ORD,North America,Chicago,54,0.00
65.2.6.1,8443,0,false,ORD,North America,Chicago,54,0.00
65.0.7.168,2086,0,false,ORD,North America,Chicago,54,0.00
65.1.106.145,2087,0,false,ORD,North America,Chicago,54,0.00
65.1.106.145,8080,0,false,ORD,North America,Chicago,54,0.00
43.204.215.140,8080,0,false,ORD,North America,Chicago,54,0.00
3.7.252.189,2087,0,false,ORD,North America,Chicago,55,0.00
65.0.19.206,80,0,false,ORD,North America,Chicago,55,0.00
65.0.19.206,8080,0,false,ORD,North America,Chicago,55,0.00
43.204.215.140,8443,0,false,ORD,North America,Chicago,55,0.00
52.66.8.202,8443,0,false,ORD,North America,Chicago,55,0.00
43.204.215.140,2053,0,false,ORD,North America,Chicago,55,0.00
43.204.215.140,2096,0,false,ORD,North America,Chicago,55,0.00
65.1.106.145,2052,0,false,ORD,North America,Chicago,55,0.00
3.7.252.189,8080,0,false,ORD,North America,Chicago,55,0.00
3.7.252.189,8880,0,false,ORD,North America,Chicago,55,0.00
43.204.215.140,2082,0,false,ORD,North America,Chicago,55,0.00
65.0.7.168,2096,0,false,ORD,North America,Chicago,55,0.00
65.2.6.1,8880,0,false,ORD,North America,Chicago,55,0.00
65.1.111.84,8880,0,false,ORD,North America,Chicago,55,0.00
65.2.6.1,80,0,false,ORD,North America,Chicago,55,0.00
65.1.106.145,8443,0,false,ORD,North America,Chicago,55,0.00
65.0.7.168,2083,0,false,ORD,North America,Chicago,55,0.00
65.0.7.168,8880,0,false,ORD,North America,Chicago,55,0.00
65.1.111.84,2053,0,false,ORD,North America,Chicago,55,0.00
65.1.111.84,8443,0,false,ORD,North America,Chicago,55,0.00
65.1.106.145,2083,0,false,ORD,North America,Chicago,55,0.00
65.2.6.1,2083,0,false,ORD,North America,Chicago,55,0.00
65.2.6.1,443,0,false,ORD,North America,Chicago,55,0.00
