IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.208.45.118,8443,0,false,ORD,North America,Chicago,77,0.00
15.168.38.7,2083,0,false,ORD,North America,Chicago,77,0.00
52.195.159.7,2052,0,false,ORD,North America,Chicago,77,0.00
15.168.38.7,2052,0,false,ORD,North America,Chicago,77,0.00
13.208.207.177,8443,0,false,ORD,North America,Chicago,77,0.00
13.208.215.250,2086,0,false,ORD,North America,Chicago,77,0.00
43.207.58.39,8880,0,false,ORD,North America,Chicago,77,0.00
13.208.166.172,2087,0,false,ORD,North America,Chicago,77,0.00
13.124.237.68,2095,0,false,ORD,North America,Chicago,77,0.00
3.38.108.164,80,0,false,ORD,North America,Chicago,78,0.00
13.208.215.250,2095,0,false,ORD,North America,Chicago,78,0.00
54.249.77.109,2096,0,false,ORD,North America,Chicago,78,0.00
13.208.45.181,2052,0,false,ORD,North America,Chicago,78,0.00
43.207.215.65,2087,0,false,ORD,North America,Chicago,78,0.00
13.208.45.118,2096,0,false,ORD,North America,Chicago,78,0.00
35.78.109.235,2095,0,false,ORD,North America,Chicago,78,0.00
13.208.215.250,2052,0,false,ORD,North America,Chicago,78,0.00
13.208.172.79,2083,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,2095,0,false,ORD,North America,Chicago,78,0.00
43.207.215.65,80,0,false,ORD,North America,Chicago,78,0.00
43.207.200.148,2053,0,false,ORD,North America,Chicago,78,0.00
13.208.172.79,2087,0,false,ORD,North America,Chicago,78,0.00
15.168.11.206,2087,0,false,ORD,North America,Chicago,78,0.00
13.208.207.177,2052,0,false,ORD,North America,Chicago,78,0.00
54.180.158.228,2086,0,false,ORD,North America,Chicago,78,0.00
13.208.207.177,2086,0,false,ORD,North America,Chicago,78,0.00
13.208.46.179,8443,0,false,ORD,North America,Chicago,78,0.00
15.168.38.180,2095,0,false,ORD,North America,Chicago,78,0.00
13.208.241.69,8443,0,false,ORD,North America,Chicago,78,0.00
15.168.11.38,2087,0,false,ORD,North America,Chicago,78,0.00
13.208.166.172,2086,0,false,ORD,North America,Chicago,78,0.00
13.208.166.172,2083,0,false,ORD,North America,Chicago,78,0.00
3.36.48.119,2087,0,false,ORD,North America,Chicago,78,0.00
13.208.241.69,2082,0,false,ORD,North America,Chicago,78,0.00
13.208.93.85,443,0,false,ORD,North America,Chicago,78,0.00
13.208.182.222,2086,0,false,ORD,North America,Chicago,78,0.00
15.152.31.236,8880,0,false,ORD,North America,Chicago,78,0.00
13.208.125.11,2083,0,false,ORD,North America,Chicago,78,0.00
43.206.121.184,2082,0,false,ORD,North America,Chicago,78,0.00
13.208.125.11,8080,0,false,ORD,North America,Chicago,78,0.00
13.124.237.68,2052,0,false,ORD,North America,Chicago,78,0.00
13.208.93.85,2095,0,false,ORD,North America,Chicago,78,0.00
13.208.182.222,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.182.222,2096,0,false,ORD,North America,Chicago,78,0.00
13.208.241.69,2095,0,false,ORD,North America,Chicago,78,0.00
13.208.215.250,2096,0,false,ORD,North America,Chicago,78,0.00
43.201.150.136,2053,0,false,ORD,North America,Chicago,78,0.00
13.208.207.177,2095,0,false,ORD,North America,Chicago,78,0.00
15.165.235.179,8880,0,false,ORD,North America,Chicago,78,0.00
13.208.125.11,2082,0,false,ORD,North America,Chicago,78,0.00
15.152.45.156,2082,0,false,ORD,North America,Chicago,78,0.00
15.152.31.236,2087,0,false,ORD,North America,Chicago,78,0.00
13.208.215.250,80,0,false,ORD,North America,Chicago,78,0.00
43.207.224.127,2087,0,false,ORD,North America,Chicago,78,0.00
15.152.31.236,8080,0,false,ORD,North America,Chicago,78,0.00
15.168.14.235,443,0,false,ORD,North America,Chicago,78,0.00
13.208.45.118,80,0,false,ORD,North America,Chicago,78,0.00
15.168.12.134,2082,0,false,ORD,North America,Chicago,78,0.00
13.208.182.222,443,0,false,ORD,North America,Chicago,78,0.00
3.36.48.119,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.45.118,2053,0,false,ORD,North America,Chicago,78,0.00
13.208.125.11,2086,0,false,ORD,North America,Chicago,78,0.00
3.36.48.119,443,0,false,ORD,North America,Chicago,78,0.00
13.208.182.222,80,0,false,ORD,North America,Chicago,78,0.00
15.152.31.236,443,0,false,ORD,North America,Chicago,78,0.00
15.168.142.49,8880,0,false,ORD,North America,Chicago,78,0.00
15.152.44.191,2053,0,false,ORD,North America,Chicago,78,0.00
13.208.241.69,2087,0,false,ORD,North America,Chicago,78,0.00
3.36.48.119,2095,0,false,ORD,North America,Chicago,78,0.00
15.152.44.191,8443,0,false,ORD,North America,Chicago,78,0.00
13.208.215.250,2083,0,false,ORD,North America,Chicago,78,0.00
13.208.172.79,2086,0,false,ORD,North America,Chicago,78,0.00
13.235.86.97,2087,0,false,ORD,North America,Chicago,78,0.00
43.207.181.249,80,0,false,ORD,North America,Chicago,78,0.00
13.208.241.69,2053,0,false,ORD,North America,Chicago,78,0.00
13.208.241.69,2052,0,false,ORD,North America,Chicago,78,0.00
15.168.11.38,2082,0,false,ORD,North America,Chicago,78,0.00
15.168.14.235,2087,0,false,ORD,North America,Chicago,78,0.00
13.208.172.79,2096,0,false,ORD,North America,Chicago,78,0.00
15.168.9.77,2086,0,false,ORD,North America,Chicago,78,0.00
13.208.241.69,2086,0,false,ORD,North America,Chicago,78,0.00
13.208.166.172,8443,0,false,ORD,North America,Chicago,78,0.00
15.168.9.77,8880,0,false,ORD,North America,Chicago,78,0.00
13.208.45.181,2082,0,false,ORD,North America,Chicago,78,0.00
15.152.44.191,2082,0,false,ORD,North America,Chicago,78,0.00
13.208.241.69,2096,0,false,ORD,North America,Chicago,78,0.00
13.208.125.11,2096,0,false,ORD,North America,Chicago,78,0.00
15.152.45.156,443,0,false,ORD,North America,Chicago,78,0.00
15.152.44.191,80,0,false,ORD,North America,Chicago,78,0.00
13.208.241.69,8080,0,false,ORD,North America,Chicago,78,0.00
15.168.12.82,443,0,false,ORD,North America,Chicago,78,0.00
13.208.45.181,8880,0,false,ORD,North America,Chicago,78,0.00
13.208.46.179,443,0,false,ORD,North America,Chicago,78,0.00
35.78.109.235,8080,0,false,ORD,North America,Chicago,78,0.00
15.152.44.191,2083,0,false,ORD,North America,Chicago,78,0.00
15.168.142.49,80,0,false,ORD,North America,Chicago,78,0.00
15.168.142.49,2052,0,false,ORD,North America,Chicago,78,0.00
13.208.172.79,8443,0,false,ORD,North America,Chicago,78,0.00
13.208.253.178,2095,0,false,ORD,North America,Chicago,78,0.00
13.208.207.177,2053,0,false,ORD,North America,Chicago,78,0.00
13.208.45.181,2053,0,false,ORD,North America,Chicago,78,0.00
13.208.253.178,2052,0,false,ORD,North America,Chicago,78,0.00
13.208.125.11,8443,0,false,ORD,North America,Chicago,78,0.00
13.208.46.179,2096,0,false,ORD,North America,Chicago,78,0.00
13.208.93.85,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,2083,0,false,ORD,North America,Chicago,78,0.00
13.208.172.79,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.38.7,2095,0,false,ORD,North America,Chicago,78,0.00
13.208.215.250,8080,0,false,ORD,North America,Chicago,78,0.00
15.168.12.82,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.166.172,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,443,0,false,ORD,North America,Chicago,78,0.00
43.207.58.39,8443,0,false,ORD,North America,Chicago,78,0.00
15.168.12.82,2053,0,false,ORD,North America,Chicago,78,0.00
52.79.80.131,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.62.140,2086,0,false,ORD,North America,Chicago,78,0.00
13.208.93.85,8880,0,false,ORD,North America,Chicago,78,0.00
13.125.174.99,2087,0,false,ORD,North America,Chicago,78,0.00
13.208.241.69,2083,0,false,ORD,North America,Chicago,78,0.00
15.152.44.191,8880,0,false,ORD,North America,Chicago,78,0.00
13.208.46.179,2087,0,false,ORD,North America,Chicago,78,0.00
43.206.153.57,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.46.179,2052,0,false,ORD,North America,Chicago,78,0.00
13.208.45.181,2083,0,false,ORD,North America,Chicago,78,0.00
13.208.46.179,8080,0,false,ORD,North America,Chicago,78,0.00
15.168.38.180,8443,0,false,ORD,North America,Chicago,78,0.00
54.180.158.228,2083,0,false,ORD,North America,Chicago,78,0.00
13.208.45.118,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.125.11,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.62.140,8880,0,false,ORD,North America,Chicago,78,0.00
35.78.83.0,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.93.85,2086,0,false,ORD,North America,Chicago,78,0.00
13.208.45.118,2095,0,false,ORD,North America,Chicago,78,0.00
13.208.207.177,2096,0,false,ORD,North America,Chicago,78,0.00
13.208.182.222,2083,0,false,ORD,North America,Chicago,78,0.00
13.208.45.118,2087,0,false,ORD,North America,Chicago,78,0.00
3.34.189.91,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.125.11,2087,0,false,ORD,North America,Chicago,78,0.00
43.203.192.253,8443,0,false,ORD,North America,Chicago,78,0.00
15.168.11.206,2086,0,false,ORD,North America,Chicago,79,0.00
13.208.168.179,2096,0,false,ORD,North America,Chicago,79,0.00
13.208.93.85,2083,0,false,ORD,North America,Chicago,79,0.00
43.206.121.184,2086,0,false,ORD,North America,Chicago,79,0.00
43.207.215.65,2052,0,false,ORD,North America,Chicago,79,0.00
13.208.241.69,443,0,false,ORD,North America,Chicago,79,0.00
15.168.38.180,8080,0,false,ORD,North America,Chicago,79,0.00
35.77.189.114,2052,0,false,ORD,North America,Chicago,79,0.00
13.124.237.68,8080,0,false,ORD,North America,Chicago,79,0.00
35.77.189.114,443,0,false,ORD,North America,Chicago,79,0.00
13.208.253.178,2083,0,false,ORD,North America,Chicago,79,0.00
13.208.46.179,2086,0,false,ORD,North America,Chicago,79,0.00
3.38.100.188,8080,0,false,ORD,North America,Chicago,79,0.00
3.38.100.188,2096,0,false,ORD,North America,Chicago,79,0.00
43.207.224.127,2096,0,false,ORD,North America,Chicago,79,0.00
43.207.200.148,8443,0,false,ORD,North America,Chicago,79,0.00
35.78.86.188,8443,0,false,ORD,North America,Chicago,79,0.00
15.168.9.77,8080,0,false,ORD,North America,Chicago,79,0.00
13.125.195.4,2083,0,false,ORD,North America,Chicago,79,0.00
43.201.60.144,2087,0,false,ORD,North America,Chicago,79,0.00
13.208.215.250,2053,0,false,ORD,North America,Chicago,79,0.00
13.208.45.118,443,0,false,ORD,North America,Chicago,79,0.00
13.208.215.250,2087,0,false,ORD,North America,Chicago,79,0.00
35.78.86.188,2087,0,false,ORD,North America,Chicago,79,0.00
15.168.136.228,8080,0,false,ORD,North America,Chicago,79,0.00
3.38.169.0,2087,0,false,ORD,North America,Chicago,79,0.00
13.231.150.235,8880,0,false,ORD,North America,Chicago,79,0.00
13.208.168.179,2052,0,false,ORD,North America,Chicago,79,0.00
35.78.83.0,2053,0,false,ORD,North America,Chicago,79,0.00
43.207.58.39,443,0,false,ORD,North America,Chicago,79,0.00
35.77.189.114,2086,0,false,ORD,North America,Chicago,79,0.00
43.206.153.57,2096,0,false,ORD,North America,Chicago,79,0.00
43.201.150.136,2082,0,false,ORD,North America,Chicago,79,0.00
35.77.189.114,8443,0,false,ORD,North America,Chicago,79,0.00
43.207.200.148,2083,0,false,ORD,North America,Chicago,79,0.00
3.39.235.191,80,0,false,ORD,North America,Chicago,79,0.00
43.206.121.184,2095,0,false,ORD,North America,Chicago,79,0.00
43.206.121.184,443,0,false,ORD,North America,Chicago,79,0.00
35.78.109.235,2086,0,false,ORD,North America,Chicago,79,0.00
3.34.189.91,2083,0,false,ORD,North America,Chicago,79,0.00
13.208.207.177,443,0,false,ORD,North America,Chicago,79,0.00
43.207.215.65,443,0,false,ORD,North America,Chicago,79,0.00
13.208.93.85,2096,0,false,ORD,North America,Chicago,79,0.00
35.77.189.114,8880,0,false,ORD,North America,Chicago,79,0.00
43.207.58.39,2095,0,false,ORD,North America,Chicago,79,0.00
13.208.172.79,2095,0,false,ORD,North America,Chicago,80,0.00
13.125.195.4,2052,0,false,ORD,North America,Chicago,80,0.00
3.39.235.191,2086,0,false,ORD,North America,Chicago,80,0.00
3.38.169.0,2096,0,false,ORD,North America,Chicago,80,0.00
13.208.172.79,2052,0,false,ORD,North America,Chicago,80,0.00
3.38.100.188,8443,0,false,ORD,North America,Chicago,80,0.00
43.206.121.184,2052,0,false,ORD,North America,Chicago,80,0.00
13.208.253.178,2086,0,false,ORD,North America,Chicago,80,0.00
13.235.86.97,2095,0,false,ORD,North America,Chicago,80,0.00
13.125.218.78,443,443,true,ICN,Asia Pacific,Seoul,80,0.00
15.168.11.206,8880,0,false,ORD,North America,Chicago,80,0.00
35.78.86.188,443,0,false,ORD,North America,Chicago,80,0.00
43.206.121.184,8443,0,false,ORD,North America,Chicago,80,0.00
13.208.166.172,8080,0,false,ORD,North America,Chicago,80,0.00
15.152.44.191,2087,0,false,ORD,North America,Chicago,80,0.00
13.208.166.172,2096,0,false,ORD,North America,Chicago,80,0.00
35.78.199.52,2096,0,false,ORD,North America,Chicago,80,0.00
43.206.121.184,8080,0,false,ORD,North America,Chicago,80,0.00
35.78.109.235,8443,0,false,ORD,North America,Chicago,80,0.00
35.77.189.114,2053,0,false,ORD,North America,Chicago,80,0.00
43.207.181.249,2096,0,false,ORD,North America,Chicago,80,0.00
43.202.55.195,2096,0,false,ORD,North America,Chicago,80,0.00
13.208.46.179,2053,0,false,ORD,North America,Chicago,80,0.00
3.38.108.164,2082,0,false,ORD,North America,Chicago,80,0.00
13.231.150.235,2087,0,false,ORD,North America,Chicago,80,0.00
43.207.224.127,8080,0,false,ORD,North America,Chicago,80,0.00
3.38.169.0,8443,0,false,ORD,North America,Chicago,81,0.00
3.38.108.164,2096,0,false,ORD,North America,Chicago,81,0.00
3.39.235.191,2053,0,false,ORD,North America,Chicago,81,0.00
43.207.200.148,2095,0,false,ORD,North America,Chicago,81,0.00
13.208.215.250,443,0,false,ORD,North America,Chicago,81,0.00
43.207.58.39,2087,0,false,ORD,North America,Chicago,81,0.00
43.201.60.144,2086,0,false,ORD,North America,Chicago,81,0.00
35.78.199.52,2082,0,false,ORD,North America,Chicago,81,0.00
3.39.235.191,2052,0,false,ORD,North America,Chicago,81,0.00
35.78.86.188,80,0,false,ORD,North America,Chicago,81,0.00
35.78.86.188,2053,0,false,ORD,North America,Chicago,81,0.00
13.124.237.68,2082,0,false,ORD,North America,Chicago,81,0.00
43.201.60.144,2095,0,false,ORD,North America,Chicago,81,0.00
13.124.156.22,2095,0,false,ORD,North America,Chicago,81,0.00
13.208.45.181,8080,0,false,ORD,North America,Chicago,81,0.00
3.38.169.0,2086,0,false,ORD,North America,Chicago,81,0.00
3.38.169.0,8880,0,false,ORD,North America,Chicago,81,0.00
13.125.93.115,2053,0,false,ORD,North America,Chicago,81,0.00
3.34.189.91,2082,0,false,ORD,North America,Chicago,81,0.00
13.125.93.115,2052,0,false,ORD,North America,Chicago,81,0.00
13.124.14.112,2082,0,false,ORD,North America,Chicago,81,0.00
13.125.93.115,2083,0,false,ORD,North America,Chicago,81,0.00
13.125.174.99,80,0,false,ORD,North America,Chicago,81,0.00
13.208.207.177,2087,0,false,ORD,North America,Chicago,81,0.00
35.78.83.0,2087,0,false,ORD,North America,Chicago,81,0.00
43.207.58.39,2053,0,false,ORD,North America,Chicago,81,0.00
13.208.172.79,8080,0,false,ORD,North America,Chicago,81,0.00
3.34.189.91,2053,0,false,ORD,North America,Chicago,81,0.00
3.36.48.119,8880,0,false,ORD,North America,Chicago,81,0.00
43.207.215.65,2082,0,false,ORD,North America,Chicago,81,0.00
52.79.248.104,2087,0,false,ORD,North America,Chicago,81,0.00
13.124.237.68,2087,0,false,ORD,North America,Chicago,82,0.00
3.36.48.119,2052,0,false,ORD,North America,Chicago,82,0.00
3.36.48.119,2082,0,false,ORD,North America,Chicago,82,0.00
13.125.174.99,8443,0,false,ORD,North America,Chicago,82,0.00
43.207.181.249,443,0,false,ORD,North America,Chicago,82,0.00
3.38.108.164,8880,0,false,ORD,North America,Chicago,82,0.00
13.113.211.125,2086,0,false,ORD,North America,Chicago,82,0.00
35.78.199.52,8880,0,false,ORD,North America,Chicago,82,0.00
3.34.189.91,8443,0,false,ORD,North America,Chicago,82,0.00
3.39.235.191,443,0,false,ORD,North America,Chicago,82,0.00
54.180.158.228,2082,0,false,ORD,North America,Chicago,82,0.00
3.39.235.191,8880,0,false,ORD,North America,Chicago,82,0.00
43.203.123.100,2096,0,false,ORD,North America,Chicago,82,0.00
15.168.142.49,2082,0,false,ORD,North America,Chicago,82,0.00
54.180.158.228,2095,0,false,ORD,North America,Chicago,82,0.00
13.124.14.112,8080,0,false,ORD,North America,Chicago,82,0.00
13.124.156.22,443,0,false,ORD,North America,Chicago,82,0.00
13.208.46.179,2082,0,false,ORD,North America,Chicago,82,0.00
13.124.14.112,2096,0,false,ORD,North America,Chicago,82,0.00
35.78.83.0,80,0,false,ORD,North America,Chicago,82,0.00
13.125.174.99,8080,0,false,ORD,North America,Chicago,82,0.00
3.39.235.191,2095,0,false,ORD,North America,Chicago,83,0.00
13.208.46.179,2083,0,false,ORD,North America,Chicago,83,0.00
13.208.93.85,2052,0,false,ORD,North America,Chicago,83,0.00
13.208.253.178,2087,0,false,ORD,North America,Chicago,83,0.00
13.208.168.179,2086,0,false,ORD,North America,Chicago,83,0.00
15.168.12.134,80,0,false,ORD,North America,Chicago,83,0.00
13.124.237.68,80,0,false,ORD,North America,Chicago,83,0.00
15.168.136.228,80,0,false,ORD,North America,Chicago,83,0.00
13.208.45.181,80,0,false,ORD,North America,Chicago,83,0.00
43.201.150.136,2095,0,false,ORD,North America,Chicago,83,0.00
43.203.123.100,2086,0,false,ORD,North America,Chicago,83,0.00
43.202.55.195,80,0,false,ORD,North America,Chicago,84,0.00
43.201.150.136,2052,0,false,ORD,North America,Chicago,84,0.00
13.125.174.99,2052,0,false,ORD,North America,Chicago,84,0.00
3.38.169.0,443,0,false,ORD,North America,Chicago,84,0.00
43.201.45.96,2083,0,false,ORD,North America,Chicago,84,0.00
13.231.171.145,2083,0,false,ORD,North America,Chicago,84,0.00
43.201.45.96,443,0,false,ORD,North America,Chicago,85,0.00
13.208.93.85,2087,0,false,ORD,North America,Chicago,85,0.00
13.113.211.125,80,0,false,ORD,North America,Chicago,85,0.00
43.201.150.136,2096,0,false,ORD,North America,Chicago,85,0.00
43.203.192.253,2096,0,false,ORD,North America,Chicago,85,0.00
43.202.55.195,8880,0,false,ORD,North America,Chicago,85,0.00
13.125.195.4,443,0,false,ORD,North America,Chicago,85,0.00
43.201.45.96,8080,0,false,ORD,North America,Chicago,85,0.00
3.38.100.188,8880,0,false,ORD,North America,Chicago,85,0.00
3.38.108.164,8080,0,false,ORD,North America,Chicago,85,0.00
13.208.93.85,8443,0,false,ORD,North America,Chicago,86,0.00
43.201.45.96,2082,0,false,ORD,North America,Chicago,86,0.00
43.201.45.96,2095,0,false,ORD,North America,Chicago,86,0.00
13.208.172.79,8880,0,false,ORD,North America,Chicago,86,0.00
13.124.156.22,2086,0,false,ORD,North America,Chicago,86,0.00
15.168.14.235,2095,0,false,ORD,North America,Chicago,86,0.00
15.168.11.206,80,0,false,ORD,North America,Chicago,86,0.00
43.201.60.144,443,0,false,ORD,North America,Chicago,86,0.00
13.208.182.222,8443,0,false,ORD,North America,Chicago,86,0.00
13.208.45.118,2083,0,false,ORD,North America,Chicago,86,0.00
43.201.45.96,8880,0,false,ORD,North America,Chicago,87,0.00
3.38.169.0,2083,0,false,ORD,North America,Chicago,87,0.00
13.231.171.145,2096,0,false,ORD,North America,Chicago,87,0.00
43.201.60.144,2082,0,false,ORD,North America,Chicago,87,0.00
43.201.45.96,2086,0,false,ORD,North America,Chicago,88,0.00
43.203.192.253,2053,0,false,ORD,North America,Chicago,88,0.00
13.208.168.179,2087,0,false,ORD,North America,Chicago,88,0.00
43.201.60.144,2096,0,false,ORD,North America,Chicago,88,0.00
43.201.60.144,8880,0,false,ORD,North America,Chicago,88,0.00
43.203.123.100,8443,0,false,ORD,North America,Chicago,88,0.00
43.201.60.144,80,0,false,ORD,North America,Chicago,89,0.00
13.124.14.112,2052,0,false,ORD,North America,Chicago,89,0.00
43.203.123.100,443,0,false,ORD,North America,Chicago,89,0.00
13.124.237.68,2086,0,false,ORD,North America,Chicago,89,0.00
13.124.14.112,443,0,false,ORD,North America,Chicago,89,0.00
43.201.60.144,2053,0,false,ORD,North America,Chicago,89,0.00
15.168.38.180,80,0,false,ORD,North America,Chicago,89,0.00
43.203.192.253,80,0,false,ORD,North America,Chicago,89,0.00
43.203.123.100,2095,0,false,ORD,North America,Chicago,89,0.00
43.201.60.144,2052,0,false,ORD,North America,Chicago,90,0.00
13.125.195.4,2095,0,false,ORD,North America,Chicago,90,0.00
43.201.60.228,2083,0,false,ORD,North America,Chicago,90,0.00
13.125.174.99,2082,0,false,ORD,North America,Chicago,91,0.00
52.78.35.235,2087,0,false,ORD,North America,Chicago,91,0.00
43.201.45.96,80,0,false,ORD,North America,Chicago,91,0.00
43.201.45.96,8443,0,false,ORD,North America,Chicago,92,0.00
43.201.45.96,2096,0,false,ORD,North America,Chicago,92,0.00
43.201.60.228,8880,0,false,ORD,North America,Chicago,92,0.00
43.201.45.96,2087,0,false,ORD,North America,Chicago,92,0.00
43.203.192.253,2083,0,false,ORD,North America,Chicago,92,0.00
43.201.150.136,2086,0,false,ORD,North America,Chicago,92,0.00
43.202.55.195,8080,0,false,ORD,North America,Chicago,92,0.00
43.201.121.81,80,0,false,ORD,North America,Chicago,93,0.00
13.208.166.172,2052,0,false,ORD,North America,Chicago,93,0.00
13.208.253.178,2082,0,false,ORD,North America,Chicago,93,0.00
13.231.150.235,2095,0,false,ORD,North America,Chicago,93,0.00
43.203.192.253,2052,0,false,ORD,North America,Chicago,94,0.00
13.124.14.112,2053,0,false,ORD,North America,Chicago,94,0.00
13.125.93.115,8880,0,false,ORD,North America,Chicago,94,0.00
43.203.192.253,2086,0,false,ORD,North America,Chicago,94,0.00
13.208.46.179,8880,0,false,ORD,North America,Chicago,94,0.00
43.201.60.144,8080,0,false,ORD,North America,Chicago,95,0.00
43.202.154.212,80,0,false,ORD,North America,Chicago,95,0.00
43.203.192.253,2087,0,false,ORD,North America,Chicago,96,0.00
43.202.55.195,2083,0,false,ORD,North America,Chicago,96,0.00
43.201.60.228,2087,0,false,ORD,North America,Chicago,96,0.00
3.27.250.250,2095,0,false,ORD,North America,Chicago,96,0.00
13.230.210.228,80,0,false,ORD,North America,Chicago,96,0.00
13.211.177.161,80,0,false,ORD,North America,Chicago,97,0.00
3.27.15.169,8080,0,false,ORD,North America,Chicago,97,0.00
13.211.161.99,2083,0,false,ORD,North America,Chicago,97,0.00
3.25.232.135,2087,0,false,ORD,North America,Chicago,97,0.00
3.27.15.169,2082,0,false,ORD,North America,Chicago,97,0.00
54.153.139.87,2096,0,false,ORD,North America,Chicago,97,0.00
3.27.45.26,443,0,false,ORD,North America,Chicago,97,0.00
3.27.73.25,8080,0,false,ORD,North America,Chicago,97,0.00
3.26.222.126,2053,0,false,ORD,North America,Chicago,97,0.00
3.27.111.196,2095,0,false,ORD,North America,Chicago,97,0.00
3.27.45.26,8443,0,false,ORD,North America,Chicago,97,0.00
3.27.45.26,80,0,false,ORD,North America,Chicago,97,0.00
3.27.111.196,8443,0,false,ORD,North America,Chicago,97,0.00
3.27.111.196,2083,0,false,ORD,North America,Chicago,97,0.00
3.27.88.25,8880,0,false,ORD,North America,Chicago,97,0.00
3.27.111.196,2052,0,false,ORD,North America,Chicago,97,0.00
3.27.77.68,8443,0,false,ORD,North America,Chicago,97,0.00
3.27.88.25,2082,0,false,ORD,North America,Chicago,97,0.00
3.106.133.209,2082,0,false,ORD,North America,Chicago,97,0.00
13.55.20.222,80,0,false,SYD,Oceania,Sydney,97,0.00
3.27.77.68,443,0,false,ORD,North America,Chicago,97,0.00
3.26.213.25,2086,0,false,ORD,North America,Chicago,97,0.00
3.27.242.127,2095,0,false,ORD,North America,Chicago,97,0.00
3.27.45.26,2053,0,false,ORD,North America,Chicago,97,0.00
3.27.77.68,2095,0,false,ORD,North America,Chicago,97,0.00
3.106.202.18,443,0,false,ORD,North America,Chicago,97,0.00
3.27.91.198,2096,0,false,ORD,North America,Chicago,97,0.00
3.27.94.201,443,0,false,ORD,North America,Chicago,97,0.00
13.211.128.224,2082,0,false,ORD,North America,Chicago,97,0.00
3.27.77.68,80,0,false,ORD,North America,Chicago,97,0.00
3.27.148.83,2082,0,false,ORD,North America,Chicago,97,0.00
3.27.73.25,2083,0,false,ORD,North America,Chicago,97,0.00
3.27.246.186,2053,0,false,ORD,North America,Chicago,97,0.00
3.107.13.238,8880,0,false,ORD,North America,Chicago,97,0.00
3.27.45.26,2052,0,false,ORD,North America,Chicago,97,0.00
3.26.7.63,2052,0,false,ORD,North America,Chicago,97,0.00
3.106.202.18,8080,0,false,ORD,North America,Chicago,97,0.00
3.25.163.182,2083,0,false,ORD,North America,Chicago,97,0.00
43.202.55.195,2082,0,false,ORD,North America,Chicago,97,0.00
3.27.45.26,2096,0,false,ORD,North America,Chicago,97,0.00
3.27.94.201,8443,0,false,ORD,North America,Chicago,97,0.00
3.25.188.30,443,0,false,ORD,North America,Chicago,97,0.00
13.211.161.99,2096,0,false,ORD,North America,Chicago,97,0.00
3.26.222.126,80,0,false,ORD,North America,Chicago,97,0.00
3.27.73.25,2086,0,false,ORD,North America,Chicago,97,0.00
3.27.91.198,80,0,false,ORD,North America,Chicago,97,0.00
3.27.94.201,2087,0,false,ORD,North America,Chicago,97,0.00
13.211.161.99,8880,0,false,ORD,North America,Chicago,97,0.00
3.25.188.30,2086,0,false,ORD,North America,Chicago,97,0.00
3.27.15.169,8880,0,false,ORD,North America,Chicago,97,0.00
3.27.250.250,2083,0,false,ORD,North America,Chicago,97,0.00
3.27.242.127,2087,0,false,ORD,North America,Chicago,97,0.00
3.27.242.127,8880,0,false,ORD,North America,Chicago,97,0.00
3.27.88.25,80,0,false,ORD,North America,Chicago,97,0.00
3.27.94.201,2095,0,false,ORD,North America,Chicago,97,0.00
3.107.3.142,2095,0,false,ORD,North America,Chicago,97,0.00
13.211.128.224,2052,0,false,ORD,North America,Chicago,97,0.00
3.25.188.30,2082,0,false,ORD,North America,Chicago,97,0.00
3.26.222.126,2095,0,false,ORD,North America,Chicago,97,0.00
13.211.161.99,2087,0,false,ORD,North America,Chicago,97,0.00
3.26.213.25,2087,0,false,ORD,North America,Chicago,97,0.00
13.211.177.161,2053,0,false,ORD,North America,Chicago,97,0.00
3.27.242.127,2082,0,false,ORD,North America,Chicago,97,0.00
3.27.73.25,80,0,false,ORD,North America,Chicago,97,0.00
52.65.99.223,8443,0,false,ORD,North America,Chicago,97,0.00
13.211.128.224,2083,0,false,ORD,North America,Chicago,97,0.00
3.26.222.126,8443,0,false,ORD,North America,Chicago,97,0.00
3.27.91.198,2053,0,false,ORD,North America,Chicago,97,0.00
3.25.232.135,8443,0,false,ORD,North America,Chicago,97,0.00
13.211.128.224,8880,0,false,ORD,North America,Chicago,97,0.00
3.26.7.63,2053,0,false,ORD,North America,Chicago,97,0.00
3.27.73.25,2082,0,false,ORD,North America,Chicago,97,0.00
3.27.242.127,8443,0,false,ORD,North America,Chicago,97,0.00
52.65.99.223,8080,0,false,ORD,North America,Chicago,97,0.00
13.211.161.99,80,0,false,ORD,North America,Chicago,97,0.00
13.211.161.99,2053,0,false,ORD,North America,Chicago,97,0.00
3.107.3.142,2053,0,false,ORD,North America,Chicago,97,0.00
